Description,Code,Selling,Buying_TT,Buting_Notes,Scrape_time,Buying_Notes
Norwegian Krone,NOK,2.249108,2.168907,,2025-11-02,2.155709
New Zealand Dollar,NZD,12.994506,12.45033,,2025-11-02,12.45033
Swedish Krona,SEK,2.398941,2.309661,,2025-11-02,2.295606
South African Rand,ZAR,1.294208,1.265,,2025-11-02,1.265
Euro,EUR,25.929684,25.354702,,2025-11-03,25.354702
Pound Sterling,GBP,29.470554,28.813261,,2025-11-03,28.813261
US Dollar,USD,22.42296,22.01744,,2025-11-03,22.01744
Australian Dollar,AUD,14.855078,14.325443,,2025-11-03,14.23827
Botswana Pula,BWP,1.826537,1.512203,,2025-11-03,1.503001
Canadian Dollar,CAD,16.181643,15.605983,,2025-11-03,15.511018
Swiss Franc,CHF,28.21425,27.209089,,2025-11-03,27.043516
Danish Kroner,DKK,3.506398,3.381377,,2025-11-03,3.3608
Indian Rupee,INR,0.255698,0.246578,,2025-11-03,0.245077
Japanese Yen,JPY,0.145836,0.14259,,2025-11-03,0.14259
Namibia Dollar,NAD,1.306676,1.26007,,2025-11-03,1.252403
Norwegian Krone,NOK,2.249108,2.168907,,2025-11-03,2.155709
New Zealand Dollar,NZD,12.994506,12.45033,,2025-11-03,12.45033
Swedish Krona,SEK,2.398941,2.309661,,2025-11-03,2.295606
South African Rand,ZAR,1.294208,1.265,,2025-11-03,1.265
Euro,EUR,25.921721,25.349247,,2025-11-04,25.349247
Pound Sterling,GBP,29.565942,28.906688,,2025-11-04,28.906688
US Dollar,USD,22.4784,22.072,,2025-11-04,22.072
Australian Dollar,AUD,14.878159,14.343391,,2025-11-04,14.256109
Botswana Pula,BWP,1.608142,1.518144,,2025-11-04,1.508906
Canadian Dollar,CAD,16.17896,15.603485,,2025-11-04,15.508535
Swiss Franc,CHF,28.140542,27.128107,,2025-11-04,26.963027
Danish Kroner,DKK,3.506019,3.381032,,2025-11-04,3.360457
Indian Rupee,INR,0.256281,0.247139,,2025-11-04,0.245635
Japanese Yen,JPY,0.146054,0.142804,,2025-11-04,0.142804
Namibia Dollar,NAD,1.313719,1.266869,,2025-11-04,1.25916
Norwegian Krone,NOK,2.246718,2.166466,,2025-11-04,2.153283
New Zealand Dollar,NZD,12.987966,12.446294,,2025-11-04,12.446294
Swedish Krona,SEK,2.395173,2.30968,,2025-11-04,2.295626
South African Rand,ZAR,1.301155,1.271796,,2025-11-04,1.271796
Euro,EUR,25.941466,25.368681,,2025-11-05,25.368681
Pound Sterling,GBP,29.49002,28.832562,,2025-11-05,28.832562
US Dollar,USD,22.5288,22.1216,,2025-11-05,22.1216
Australian Dollar,AUD,14.804372,14.267883,,2025-11-05,14.181061
Botswana Pula,BWP,1.602629,1.512761,,2025-11-05,1.503555
Canadian Dollar,CAD,16.192201,15.614117,,2025-11-05,15.519102
Swiss Franc,CHF,28.196661,27.192431,,2025-11-05,27.02696
Danish Kroner,DKK,3.509282,3.384353,,2025-11-05,3.363758
Indian Rupee,INR,0.256986,0.247822,,2025-11-05,0.246314
Japanese Yen,JPY,0.147145,0.143862,,2025-11-05,0.143862
Namibia Dollar,NAD,1.304005,1.257502,,2025-11-05,1.24985
Norwegian Krone,NOK,2.234869,2.155117,,2025-11-05,2.142003
New Zealand Dollar,NZD,12.909941,12.364993,,2025-11-05,12.364993
Swedish Krona,SEK,2.386496,2.301448,,2025-11-05,2.287443
South African Rand,ZAR,1.291206,1.262445,,2025-11-05,1.262445
Euro,EUR,26.13095,25.554492,,2025-11-06,25.554492
Pound Sterling,GBP,29.6661,29.005273,,2025-11-06,29.005273
US Dollar,USD,22.73292,22.32248,,2025-11-06,22.32248
Australian Dollar,AUD,14.917802,14.379696,,2025-11-06,14.292193
Botswana Pula,BWP,1.61715,1.526498,,2025-11-06,1.517209
Canadian Dollar,CAD,16.273026,15.692386,,2025-11-06,15.596895
Swiss Franc,CHF,28.367925,27.34804,,2025-11-06,27.181622
Danish Kroner,DKK,3.534983,3.409051,,2025-11-06,3.388306
Indian Rupee,INR,0.259432,0.250186,,2025-11-06,0.248663
Japanese Yen,JPY,0.147909,0.14465,,2025-11-06,0.14465
Namibia Dollar,NAD,1.318754,1.271758,,2025-11-06,1.264019
Norwegian Krone,NOK,2.246528,2.163976,,2025-11-06,2.150808
New Zealand Dollar,NZD,12.978603,12.435377,,2025-11-06,12.435377
Swedish Krona,SEK,2.396703,2.311243,,2025-11-06,2.297178
South African Rand,ZAR,1.306079,1.276463,,2025-11-06,1.276463
Euro,EUR,26.405285,25.823071,,2025-11-07,25.823071
Pound Sterling,GBP,29.994664,29.324656,,2025-11-07,29.324656
US Dollar,USD,22.846118,22.433882,,2025-11-07,22.433882
Australian Dollar,AUD,15.033698,14.496055,,2025-11-07,14.407844
Botswana Pula,BWP,1.618267,1.538575,,2025-11-07,1.529213
Canadian Dollar,CAD,16.390001,15.805354,,2025-11-07,15.709175
Swiss Franc,CHF,28.629221,27.600189,,2025-11-07,27.432237
Danish Kroner,DKK,3.571465,3.444694,,2025-11-07,3.423732
Indian Rupee,INR,0.260885,0.251593,,2025-11-07,0.250062
Japanese Yen,JPY,0.149101,0.145816,,2025-11-07,0.145816
Namibia Dollar,NAD,1.332701,1.285221,,2025-11-07,1.2774
Norwegian Krone,NOK,2.268059,2.187127,,2025-11-07,2.173818
New Zealand Dollar,NZD,13.077907,12.53068,,2025-11-07,12.53068
Swedish Krona,SEK,2.419755,2.333497,,2025-11-07,2.319297
South African Rand,ZAR,1.319772,1.290226,,2025-11-07,1.290226
Euro,EUR,26.463535,25.880006,,2025-11-08,25.880006
Pound Sterling,GBP,30.048283,29.377062,,2025-11-08,29.377062
US Dollar,USD,22.8312,22.4192,,2025-11-08,22.4192
Australian Dollar,AUD,14.986916,14.448686,,2025-11-08,14.360763
Botswana Pula,BWP,1.857481,1.542025,,2025-11-08,1.532642
Canadian Dollar,CAD,16.428216,15.841046,,2025-11-08,15.744651
Swiss Franc,CHF,28.69225,27.664308,,2025-11-08,27.495965
Danish Kroner,DKK,3.579252,3.452092,,2025-11-08,3.431086
Indian Rupee,INR,0.260583,0.251298,,2025-11-08,0.249769
Japanese Yen,JPY,0.149169,0.145854,,2025-11-08,0.145854
Namibia Dollar,NAD,1.332292,1.284817,,2025-11-08,1.276998
Norwegian Krone,NOK,2.26916,2.188078,,2025-11-08,2.174763
New Zealand Dollar,NZD,12.988507,12.444961,,2025-11-08,12.444961
Swedish Krona,SEK,2.419694,2.333508,,2025-11-08,2.319308
South African Rand,ZAR,1.319671,1.289754,,2025-11-08,1.289754
Euro,EUR,26.463535,25.880006,,2025-11-09,25.880006
Pound Sterling,GBP,30.048283,29.377062,,2025-11-09,29.377062
US Dollar,USD,22.8312,22.4192,,2025-11-09,22.4192
Australian Dollar,AUD,14.986916,14.448686,,2025-11-09,14.360763
Botswana Pula,BWP,1.857481,1.542025,,2025-11-09,1.532642
Canadian Dollar,CAD,16.428216,15.841046,,2025-11-09,15.744651
Swiss Franc,CHF,28.69225,27.664308,,2025-11-09,27.495965
Danish Kroner,DKK,3.579252,3.452092,,2025-11-09,3.431086
Indian Rupee,INR,0.260583,0.251298,,2025-11-09,0.249769
Japanese Yen,JPY,0.149169,0.145854,,2025-11-09,0.145854
Namibia Dollar,NAD,1.332292,1.284817,,2025-11-09,1.276998
Norwegian Krone,NOK,2.26916,2.188078,,2025-11-09,2.174763
New Zealand Dollar,NZD,12.988507,12.444961,,2025-11-09,12.444961
Swedish Krona,SEK,2.419694,2.333508,,2025-11-09,2.319308
South African Rand,ZAR,1.319671,1.289754,,2025-11-09,1.289754
Euro,EUR,26.463535,25.880006,,2025-11-10,25.880006
Pound Sterling,GBP,30.048283,29.377062,,2025-11-10,29.377062
US Dollar,USD,22.8312,22.4192,,2025-11-10,22.4192
Australian Dollar,AUD,14.986916,14.448686,,2025-11-10,14.360763
Botswana Pula,BWP,1.857481,1.542025,,2025-11-10,1.532642
Canadian Dollar,CAD,16.428216,15.841046,,2025-11-10,15.744651
Swiss Franc,CHF,28.69225,27.664308,,2025-11-10,27.495965
Danish Kroner,DKK,3.579252,3.452092,,2025-11-10,3.431086
Indian Rupee,INR,0.260583,0.251298,,2025-11-10,0.249769
Japanese Yen,JPY,0.149169,0.145854,,2025-11-10,0.145854
Namibia Dollar,NAD,1.332292,1.284817,,2025-11-10,1.276998
Norwegian Krone,NOK,2.26916,2.188078,,2025-11-10,2.174763
New Zealand Dollar,NZD,12.988507,12.444961,,2025-11-10,12.444961
Swedish Krona,SEK,2.419694,2.333508,,2025-11-10,2.319308
South African Rand,ZAR,1.319671,1.289754,,2025-11-10,1.289754
Euro,EUR,26.463535,25.877768,,2025-11-11,25.877768
Pound Sterling,GBP,30.132926,29.468795,,2025-11-11,29.468795
US Dollar,USD,22.8312,22.4192,,2025-11-11,22.4192
Australian Dollar,AUD,15.081638,14.544506,,2025-11-11,14.456
Botswana Pula,BWP,1.635692,1.54871,,2025-11-11,1.539286
Canadian Dollar,CAD,16.48801,15.899822,,2025-11-11,15.803068
Swiss Franc,CHF,28.713647,27.678052,,2025-11-11,27.509626
Danish Kroner,DKK,3.579252,3.451397,,2025-11-11,3.430395
Indian Rupee,INR,0.260477,0.251193,,2025-11-11,0.249665
Japanese Yen,JPY,0.14851,0.14521,,2025-11-11,0.14521
Namibia Dollar,NAD,1.344425,1.296176,,2025-11-11,1.288289
Norwegian Krone,NOK,2.285141,2.203635,,2025-11-11,2.190226
New Zealand Dollar,NZD,13.032402,12.487042,,2025-11-11,12.487042
Swedish Krona,SEK,2.432509,2.345716,,2025-11-11,2.331442
South African Rand,ZAR,1.33119,1.301192,,2025-11-11,1.301192
Euro,EUR,26.37009,25.788248,,2025-11-12,25.788248
Pound Sterling,GBP,29.944733,29.277651,,2025-11-12,29.277651
US Dollar,USD,22.68,22.2704,,2025-11-12,22.2704
Australian Dollar,AUD,15.002415,14.46568,,2025-11-12,14.377654
Botswana Pula,BWP,1.617975,1.538431,,2025-11-12,1.52907
Canadian Dollar,CAD,16.389345,15.804441,,2025-11-12,15.708268
Swiss Franc,CHF,28.71981,27.686929,,2025-11-12,27.518449
Danish Kroner,DKK,3.566212,3.439303,,2025-11-12,3.418375
Indian Rupee,INR,0.25953,0.250279,,2025-11-12,0.248756
Japanese Yen,JPY,0.147805,0.144519,,2025-11-12,0.144519
Namibia Dollar,NAD,1.338364,1.290313,,2025-11-12,1.282461
Norwegian Krone,NOK,2.283787,2.202338,,2025-11-12,2.188936
New Zealand Dollar,NZD,13.005765,12.461366,,2025-11-12,12.461366
Swedish Krona,SEK,2.428443,2.341832,,2025-11-12,2.327582
South African Rand,ZAR,1.325266,1.295192,,2025-11-12,1.295192
Euro,EUR,26.241199,25.662067,,2025-11-13,25.662067
Pound Sterling,GBP,29.719467,29.063866,,2025-11-13,29.063866
US Dollar,USD,22.6296,22.2208,,2025-11-13,22.2208
Australian Dollar,AUD,14.971366,14.433462,,2025-11-13,14.345632
Botswana Pula,BWP,1.625829,1.539422,,2025-11-13,1.530054
Canadian Dollar,CAD,16.335426,15.754619,,2025-11-13,15.658749
Swiss Franc,CHF,28.684705,27.652936,,2025-11-13,27.484663
Danish Kroner,DKK,3.549022,3.422868,,2025-11-13,3.40204
Indian Rupee,INR,0.258465,0.249251,,2025-11-13,0.247735
Japanese Yen,JPY,0.146353,0.143126,,2025-11-13,0.143126
Namibia Dollar,NAD,1.340008,1.291897,,2025-11-13,1.284036
Norwegian Krone,NOK,2.271501,2.190481,,2025-11-13,2.177151
New Zealand Dollar,NZD,12.963124,12.420442,,2025-11-13,12.420442
Swedish Krona,SEK,2.422508,2.333087,,2025-11-13,2.31889
South African Rand,ZAR,1.327158,1.297032,,2025-11-13,1.297032
Euro,EUR,26.350037,25.768512,,2025-11-14,25.768512
Pound Sterling,GBP,29.871386,29.205792,,2025-11-14,29.205792
US Dollar,USD,22.6296,22.2208,,2025-11-14,22.2208
Australian Dollar,AUD,15.008005,14.468801,,2025-11-14,14.380755
Botswana Pula,BWP,1.625829,1.543839,,2025-11-14,1.534445
Canadian Dollar,CAD,16.347087,15.765865,,2025-11-14,15.669927
Swiss Franc,CHF,28.789289,27.753707,,2025-11-14,27.58482
Danish Kroner,DKK,3.56388,3.436877,,2025-11-14,3.415963
Indian Rupee,INR,0.258171,0.24897,,2025-11-14,0.247455
Japanese Yen,JPY,0.146637,0.143404,,2025-11-14,0.143404
Namibia Dollar,NAD,1.346224,1.29794,,2025-11-14,1.290042
Norwegian Krone,NOK,2.27912,2.197674,,2025-11-14,2.1843
New Zealand Dollar,NZD,12.974573,12.431418,,2025-11-14,12.431418
Swedish Krona,SEK,2.431305,2.344678,,2025-11-14,2.33041
South African Rand,ZAR,1.333402,1.303129,,2025-11-14,1.303129
Euro,EUR,26.506127,25.91919,,2025-11-15,25.91919
Pound Sterling,GBP,29.990778,29.320583,,2025-11-15,29.320583
US Dollar,USD,22.7304,22.32,,2025-11-15,22.32
Australian Dollar,AUD,15.008153,14.469057,,2025-11-15,14.38101
Botswana Pula,BWP,1.633071,1.541858,,2025-11-15,1.532475
Canadian Dollar,CAD,16.398831,15.815926,,2025-11-15,15.719683
Swiss Franc,CHF,29.13732,28.085834,,2025-11-15,27.914926
Danish Kroner,DKK,3.584329,3.4569,,2025-11-15,3.435864
Indian Rupee,INR,0.25926,0.25002,,2025-11-15,0.248498
Japanese Yen,JPY,0.147778,0.144521,,2025-11-15,0.144521
Namibia Dollar,NAD,1.34001,1.291989,,2025-11-15,1.284127
Norwegian Krone,NOK,2.282208,2.200718,,2025-11-15,2.187326
New Zealand Dollar,NZD,13.066868,12.522195,,2025-11-15,12.522195
Swedish Krona,SEK,2.43616,2.349285,,2025-11-15,2.334989
South African Rand,ZAR,1.326857,1.297321,,2025-11-15,1.297321
Euro,EUR,26.506127,25.91919,,2025-11-16,25.91919
Pound Sterling,GBP,29.990778,29.320583,,2025-11-16,29.320583
US Dollar,USD,22.7304,22.32,,2025-11-16,22.32
Australian Dollar,AUD,15.008153,14.469057,,2025-11-16,14.38101
Botswana Pula,BWP,1.633071,1.541858,,2025-11-16,1.532475
Canadian Dollar,CAD,16.398831,15.815926,,2025-11-16,15.719683
Swiss Franc,CHF,29.13732,28.085834,,2025-11-16,27.914926
Danish Kroner,DKK,3.584329,3.4569,,2025-11-16,3.435864
Indian Rupee,INR,0.25926,0.25002,,2025-11-16,0.248498
Japanese Yen,JPY,0.147778,0.144521,,2025-11-16,0.144521
Namibia Dollar,NAD,1.34001,1.291989,,2025-11-16,1.284127
Norwegian Krone,NOK,2.282208,2.200718,,2025-11-16,2.187326
New Zealand Dollar,NZD,13.066868,12.522195,,2025-11-16,12.522195
Swedish Krona,SEK,2.43616,2.349285,,2025-11-16,2.334989
South African Rand,ZAR,1.326857,1.297321,,2025-11-16,1.297321
Euro,EUR,26.506127,25.91919,,2025-11-17,25.91919
Pound Sterling,GBP,29.990778,29.320583,,2025-11-17,29.320583
US Dollar,USD,22.7304,22.32,,2025-11-17,22.32
Australian Dollar,AUD,15.008153,14.469057,,2025-11-17,14.38101
Botswana Pula,BWP,1.633071,1.541858,,2025-11-17,1.532475
Canadian Dollar,CAD,16.398831,15.815926,,2025-11-17,15.719683
Swiss Franc,CHF,29.13732,28.085834,,2025-11-17,27.914926
Danish Kroner,DKK,3.584329,3.4569,,2025-11-17,3.435864
Indian Rupee,INR,0.25926,0.25002,,2025-11-17,0.248498
Japanese Yen,JPY,0.147778,0.144521,,2025-11-17,0.144521
Namibia Dollar,NAD,1.34001,1.291989,,2025-11-17,1.284127
Norwegian Krone,NOK,2.282208,2.200718,,2025-11-17,2.187326
New Zealand Dollar,NZD,13.066868,12.522195,,2025-11-17,12.522195
Swedish Krona,SEK,2.43616,2.349285,,2025-11-17,2.334989
South African Rand,ZAR,1.326857,1.297321,,2025-11-17,1.297321
Euro,EUR,26.520727,25.933703,,2025-11-18,25.933703
Pound Sterling,GBP,30.135214,29.471033,,2025-11-18,29.471033
US Dollar,USD,22.8312,22.4192,,2025-11-18,22.4192
Australian Dollar,AUD,15.042363,14.504395,,2025-11-18,14.416133
Botswana Pula,BWP,1.640313,1.553167,,2025-11-18,1.543716
Canadian Dollar,CAD,16.459818,15.874902,,2025-11-18,15.7783
Swiss Franc,CHF,29.038462,27.994472,,2025-11-18,27.824121
Danish Kroner,DKK,3.586142,3.458522,,2025-11-18,3.437476
Indian Rupee,INR,0.26078,0.251477,,2025-11-18,0.249946
Japanese Yen,JPY,0.147705,0.144451,,2025-11-18,0.144451
Namibia Dollar,NAD,1.350374,1.301985,,2025-11-18,1.294062
Norwegian Krone,NOK,2.288355,2.204246,,2025-11-18,2.190832
New Zealand Dollar,NZD,13.08785,12.540198,,2025-11-18,12.540198
Swedish Krona,SEK,2.44365,2.353495,,2025-11-18,2.339174
South African Rand,ZAR,1.337416,1.307083,,2025-11-18,1.307083
Euro,EUR,26.710177,26.119343,,2025-11-19,26.119343
Pound Sterling,GBP,30.29794,29.623844,,2025-11-19,29.623844
US Dollar,USD,22.9824,22.568,,2025-11-19,22.568
Australian Dollar,AUD,15.135005,14.591691,,2025-11-19,14.502898
Botswana Pula,BWP,1.637222,1.554503,,2025-11-19,1.545044
Canadian Dollar,CAD,16.600757,16.011064,,2025-11-19,15.913633
Swiss Franc,CHF,29.208742,28.159051,,2025-11-19,27.987698
Danish Kroner,DKK,3.611573,3.48299,,2025-11-19,3.461795
Indian Rupee,INR,0.26264,0.253286,,2025-11-19,0.251745
Japanese Yen,JPY,0.148424,0.145157,,2025-11-19,0.145157
Namibia Dollar,NAD,1.353699,1.305151,,2025-11-19,1.297209
Norwegian Krone,NOK,2.298978,2.217011,,2025-11-19,2.203521
New Zealand Dollar,NZD,13.188478,12.636806,,2025-11-19,12.636806
Swedish Krona,SEK,2.455418,2.368016,,2025-11-19,2.353606
South African Rand,ZAR,1.340591,1.310591,,2025-11-19,1.310591
Euro,EUR,26.589563,26.003508,,2025-11-20,26.003508
Pound Sterling,GBP,30.148778,29.484576,,2025-11-20,29.484576
US Dollar,USD,22.932,22.5184,,2025-11-20,22.5184
Australian Dollar,AUD,15.046122,14.51038,,2025-11-20,14.422082
Botswana Pula,BWP,1.877285,1.555563,,2025-11-20,1.546097
Canadian Dollar,CAD,16.554898,15.964479,,2025-11-20,15.867332
Swiss Franc,CHF,28.923096,27.894068,,2025-11-20,27.724327
Danish Kroner,DKK,3.595222,3.467474,,2025-11-20,3.446374
Indian Rupee,INR,0.262236,0.252898,,2025-11-20,0.251359
Japanese Yen,JPY,0.147018,0.143781,,2025-11-20,0.143781
Namibia Dollar,NAD,1.353322,1.304834,,2025-11-20,1.296893
Norwegian Krone,NOK,2.288213,2.206708,,2025-11-20,2.19328
New Zealand Dollar,NZD,13.050492,12.504477,,2025-11-20,12.504477
Swedish Krona,SEK,2.444072,2.357063,,2025-11-20,2.34272
South African Rand,ZAR,1.340187,1.309997,,2025-11-20,1.309997
Euro,EUR,26.758534,26.167031,,2025-11-21,26.167031
Pound Sterling,GBP,30.398567,29.722679,,2025-11-21,29.722679
US Dollar,USD,23.15376,22.73664,,2025-11-21,22.73664
Australian Dollar,AUD,15.219738,14.673609,,2025-11-21,14.584317
Botswana Pula,BWP,1.890753,1.566119,,2025-11-21,1.556589
Canadian Dollar,CAD,16.681666,16.085928,,2025-11-21,15.988042
Swiss Franc,CHF,29.065128,28.024702,,2025-11-21,27.854167
Danish Kroner,DKK,3.617882,3.489457,,2025-11-21,3.468223
Indian Rupee,INR,0.264264,0.254856,,2025-11-21,0.253305
Japanese Yen,JPY,0.147262,0.144023,,2025-11-21,0.144023
Namibia Dollar,NAD,1.363609,1.314629,,2025-11-21,1.306629
Norwegian Krone,NOK,2.302417,2.220149,,2025-11-21,2.206639
New Zealand Dollar,NZD,13.190752,12.641389,,2025-11-21,12.641389
Swedish Krona,SEK,2.458541,2.370918,,2025-11-21,2.356491
South African Rand,ZAR,1.350587,1.32,,2025-11-21,1.32
Euro,EUR,26.884311,26.292628,,2025-11-22,26.292628
Pound Sterling,GBP,30.540279,29.859316,,2025-11-22,29.859316
US Dollar,USD,23.2848,22.8656,,2025-11-22,22.8656
Australian Dollar,AUD,15.19749,14.654563,,2025-11-22,14.565387
Botswana Pula,BWP,1.894385,1.570456,,2025-11-22,1.5609
Canadian Dollar,CAD,16.723685,16.130092,,2025-11-22,16.031938
Swiss Franc,CHF,29.215127,28.166192,,2025-11-22,27.994795
Danish Kroner,DKK,3.635438,3.505785,,2025-11-22,3.484451
Indian Rupee,INR,0.262934,0.253577,,2025-11-22,0.252034
Japanese Yen,JPY,0.148814,0.145533,,2025-11-22,0.145533
Namibia Dollar,NAD,1.359137,1.31077,,2025-11-22,1.302793
Norwegian Krone,NOK,2.302596,2.218077,,2025-11-22,2.204579
New Zealand Dollar,NZD,13.211213,12.658876,,2025-11-22,12.658876
Swedish Krona,SEK,2.46297,2.375171,,2025-11-22,2.360718
South African Rand,ZAR,1.346278,1.316003,,2025-11-22,1.316003
Euro,EUR,26.884311,26.292628,,2025-11-23,26.292628
Pound Sterling,GBP,30.540279,29.859316,,2025-11-23,29.859316
US Dollar,USD,23.2848,22.8656,,2025-11-23,22.8656
Australian Dollar,AUD,15.19749,14.654563,,2025-11-23,14.565387
Botswana Pula,BWP,1.894385,1.570456,,2025-11-23,1.5609
Canadian Dollar,CAD,16.723685,16.130092,,2025-11-23,16.031938
Swiss Franc,CHF,29.215127,28.166192,,2025-11-23,27.994795
Danish Kroner,DKK,3.635438,3.505785,,2025-11-23,3.484451
Indian Rupee,INR,0.262934,0.253577,,2025-11-23,0.252034
Japanese Yen,JPY,0.148814,0.145533,,2025-11-23,0.145533
Namibia Dollar,NAD,1.359137,1.31077,,2025-11-23,1.302793
Norwegian Krone,NOK,2.302596,2.218077,,2025-11-23,2.204579
New Zealand Dollar,NZD,13.211213,12.658876,,2025-11-23,12.658876
Swedish Krona,SEK,2.46297,2.375171,,2025-11-23,2.360718
South African Rand,ZAR,1.346278,1.316003,,2025-11-23,1.316003
Euro,EUR,26.884311,26.292628,,2025-11-24,26.292628
Pound Sterling,GBP,30.540279,29.859316,,2025-11-24,29.859316
US Dollar,USD,23.2848,22.8656,,2025-11-24,22.8656
Australian Dollar,AUD,15.19749,14.654563,,2025-11-24,14.565387
Botswana Pula,BWP,1.894385,1.570456,,2025-11-24,1.5609
Canadian Dollar,CAD,16.723685,16.130092,,2025-11-24,16.031938
Swiss Franc,CHF,29.215127,28.166192,,2025-11-24,27.994795
Danish Kroner,DKK,3.635438,3.505785,,2025-11-24,3.484451
Indian Rupee,INR,0.262934,0.253577,,2025-11-24,0.252034
Japanese Yen,JPY,0.148814,0.145533,,2025-11-24,0.145533
Namibia Dollar,NAD,1.359137,1.31077,,2025-11-24,1.302793
Norwegian Krone,NOK,2.302596,2.218077,,2025-11-24,2.204579
New Zealand Dollar,NZD,13.211213,12.658876,,2025-11-24,12.658876
Swedish Krona,SEK,2.46297,2.375171,,2025-11-24,2.360718
South African Rand,ZAR,1.346278,1.316003,,2025-11-24,1.316003
Euro,EUR,26.921641,26.329139,,2025-11-25,26.329139
Pound Sterling,GBP,30.572942,29.900391,,2025-11-25,29.900391
US Dollar,USD,23.2848,22.8656,,2025-11-25,22.8656
Australian Dollar,AUD,15.209271,14.665927,,2025-11-25,14.576682
Botswana Pula,BWP,1.656409,1.570456,,2025-11-25,1.5609
Canadian Dollar,CAD,16.709453,16.114081,,2025-11-25,16.016024
Swiss Franc,CHF,29.182561,28.145263,,2025-11-25,27.973994
Danish Kroner,DKK,3.640156,3.510767,,2025-11-25,3.489403
Indian Rupee,INR,0.264228,0.254825,,2025-11-25,0.253274
Japanese Yen,JPY,0.1487,0.145431,,2025-11-25,0.145431
Namibia Dollar,NAD,1.361824,1.313079,,2025-11-25,1.305089
Norwegian Krone,NOK,2.304961,2.222697,,2025-11-25,2.209172
New Zealand Dollar,NZD,13.215926,12.665652,,2025-11-25,12.665652
Swedish Krona,SEK,2.471366,2.383266,,2025-11-25,2.368763
South African Rand,ZAR,1.348613,1.318094,,2025-11-25,1.318094
Euro,EUR,26.578074,25.992272,,2025-11-26,25.992272
Pound Sterling,GBP,30.25907,29.585705,,2025-11-26,29.585705
US Dollar,USD,22.932,22.5184,,2025-11-26,22.5184
Australian Dollar,AUD,14.995071,14.456663,,2025-11-26,14.368691
Botswana Pula,BWP,1.631312,1.54661,,2025-11-26,1.537199
Canadian Dollar,CAD,16.450447,15.863775,,2025-11-26,15.767241
Swiss Franc,CHF,28.719059,27.687036,,2025-11-26,27.518555
Danish Kroner,DKK,3.593607,3.465917,,2025-11-26,3.444826
Indian Rupee,INR,0.260254,0.250983,,2025-11-26,0.249456
Japanese Yen,JPY,0.147245,0.144002,,2025-11-26,0.144002
Namibia Dollar,NAD,1.348007,1.299734,,2025-11-26,1.291825
Norwegian Krone,NOK,2.265936,2.185186,,2025-11-26,2.171888
New Zealand Dollar,NZD,13.015685,12.473332,,2025-11-26,12.473332
Swedish Krona,SEK,2.42969,2.343122,,2025-11-26,2.328863
South African Rand,ZAR,1.334737,1.304295,,2025-11-26,1.304295
Euro,EUR,26.543608,25.956315,,2025-11-27,25.956315
Pound Sterling,GBP,30.314216,29.63964,,2025-11-27,29.63964
US Dollar,USD,22.932,22.5184,,2025-11-27,22.5184
Australian Dollar,AUD,15.062366,14.52381,,2025-11-27,14.435429
Botswana Pula,BWP,1.633632,1.553325,,2025-11-27,1.543872
Canadian Dollar,CAD,16.463285,15.876153,,2025-11-27,15.779543
Swiss Franc,CHF,28.722614,27.693888,,2025-11-27,27.525365
Danish Kroner,DKK,3.58905,3.461254,,2025-11-27,3.440192
Indian Rupee,INR,0.260125,0.25086,,2025-11-27,0.249333
Japanese Yen,JPY,0.146709,0.143451,,2025-11-27,0.143451
Namibia Dollar,NAD,1.354056,1.305503,,2025-11-27,1.297559
Norwegian Krone,NOK,2.26556,2.181395,,2025-11-27,2.16812
New Zealand Dollar,NZD,13.159556,12.613482,,2025-11-27,12.613482
Swedish Krona,SEK,2.433181,2.346438,,2025-11-27,2.332159
South African Rand,ZAR,1.339405,1.309043,,2025-11-27,1.309043
Euro,EUR,26.874312,26.280223,,2025-11-28,26.280223
Pound Sterling,GBP,30.69893,30.014137,,2025-11-28,30.014137
US Dollar,USD,23.1336,22.7168,,2025-11-28,22.7168
Australian Dollar,AUD,15.283736,14.735316,,2025-11-28,14.645649
Botswana Pula,BWP,1.647994,1.56701,,2025-11-28,1.557475
Canadian Dollar,CAD,16.67189,16.076469,,2025-11-28,15.97864
Swiss Franc,CHF,29.079503,28.035014,,2025-11-28,27.864415
Danish Kroner,DKK,3.634091,3.504159,,2025-11-28,3.482836
Indian Rupee,INR,0.261942,0.252617,,2025-11-28,0.25108
Japanese Yen,JPY,0.148339,0.145039,,2025-11-28,0.145039
Namibia Dollar,NAD,1.36401,1.31544,,2025-11-28,1.307436
Norwegian Krone,NOK,2.304172,2.218822,,2025-11-28,2.20532
New Zealand Dollar,NZD,13.392289,12.832336,,2025-11-28,12.832336
Swedish Krona,SEK,2.468731,2.380688,,2025-11-28,2.366201
South African Rand,ZAR,1.350984,1.320384,,2025-11-28,1.320384
Euro,EUR,26.839543,26.24395,,2025-11-29,26.24395
Pound Sterling,GBP,30.659525,29.982398,,2025-11-29,29.982398
US Dollar,USD,23.1336,22.7168,,2025-11-29,22.7168
Australian Dollar,AUD,15.302463,14.751122,,2025-11-29,14.661359
Botswana Pula,BWP,1.650335,1.564752,,2025-11-29,1.555231
Canadian Dollar,CAD,16.726688,16.129295,,2025-11-29,16.031145
Swiss Franc,CHF,29.090344,28.055915,,2025-11-29,27.885189
Danish Kroner,DKK,3.629302,3.499326,,2025-11-29,3.478032
